code	description	type
C01EB11	tiracizine	ATC
C01EB13	acadesine	ATC
C01EB15	trimetazidine	ATC
C01EB16	ibuprofen	ATC
C01EB17	ivabradine	ATC
C01EB18	ranolazine	ATC
C01EB21	regadenoson	ATC
C01EB22	meldonium	ATC
C01EB23	tiazotic acid	ATC
C01EX	Other cardiac combination products	ATC
C02A	ANTIADRENERGIC AGENTS, CENTRALLY ACTING	ATC
C02AA	Rauwolfia alkaloids	ATC
C02AA01	rescinnamine	ATC
C02AA02	reserpine	ATC
C02AA02	reserpine	ATC
C02AA03	combinations of rauwolfia alkaloids	ATC
C02AA04	rauwolfia alkaloids, whole root	ATC
C02AA05	deserpidine	ATC
C02AA06	methoserpidine	ATC
C02AA07	bietaserpine	ATC
C02AA52	reserpine, combinations	ATC
C02AA53	combinations of rauwolfia alkoloids, combinations	ATC
C02AA57	bietaserpine, combinations	ATC
C02AB	Methyldopa	ATC
C02AB01	methyldopa (levorotatory)	ATC
C02AB01	methyldopa (levorotatory)	ATC
C02AB02	methyldopa (racemic)	ATC
C02AC	Imidazoline receptor agonists	ATC
C02AC01	clonidine	ATC
C02AC01	clonidine	ATC
C02AC02	guanfacine	ATC
C02AC04	tolonidine	ATC
C02AC05	moxonidine	ATC
C02AC06	rilmenidine	ATC
C02B	ANTIADRENERGIC AGENTS, GANGLION-BLOCKING	ATC
C02BA	Sulfonium derivatives	ATC
C02BA01	trimetaphan	ATC
C02BB	Secondary and tertiary amines	ATC
C02BB01	mecamylamine	ATC
C02BC	Bisquaternary ammonium compounds	ATC
C02C	ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING	ATC
C02CA	Alpha-adrenoreceptor antagonists	ATC
C02CA01	prazosin	ATC
C02CA02	indoramin	ATC
C02CA03	trimazosin	ATC
C02CA04	doxazosin	ATC
C02CA06	urapidil	ATC
C02CA06	urapidil	ATC
C02CC	Guanidine derivatives	ATC
C02CC01	betanidine	ATC
C02CC02	guanethidine	ATC
C02CC03	guanoxan	ATC
C02CC04	debrisoquine	ATC
C02CC05	guanoclor	ATC
C02CC06	guanazodine	ATC
C02CC07	guanoxabenz	ATC
C02D	ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON	ATC
C02DA	Thiazide derivatives	ATC
C02DA01	diazoxide	ATC
C02DB	Hydrazinophthalazine derivatives	ATC
C02DB01	dihydralazine	ATC
C02DB01	dihydralazine	ATC
C02DB02	hydralazine	ATC
C02DB03	endralazine	ATC
C02DB04	cadralazine	ATC
C02DC	Pyrimidine derivatives	ATC
C02DC01	minoxidil	ATC
C02DD	Nitroferricyanide derivatives	ATC
C02DD01	nitroprusside	ATC
C02DG	Guanidine derivatives	ATC
C02DG01	pinacidil	ATC
C02K	OTHER ANTIHYPERTENSIVES	ATC
C02KA	Alkaloids, excl. rauwolfia	ATC
C02KA01	veratrum	ATC
C02KB	Tyrosine hydroxylase inhibitors	ATC
C02KB01	metirosine	ATC
C02KC	MAO inhibitors	ATC
C02KC01	pargyline	ATC
C02KD	Serotonin antagonists	ATC
C02KD01	ketanserin	ATC
C02KD01	ketanserin	ATC
C02KX	Antihypertensives for pulmonary arterial hypertension	ATC
C02KX01	bosentan	ATC
C02KX02	ambrisentan	ATC
C02KX03	sitaxentan	ATC
C02KX04	macitentan	ATC
C02KX05	riociguat	ATC
C02KX52	ambrisentan and tadalafil	ATC
C02L	ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION	ATC
C02LA	Rauwolfia alkaloids and diuretics in combination	ATC
C02LA01	reserpine and diuretics	ATC
C02LA02	rescinnamine and diuretics	ATC
C02LA03	deserpidine and diuretics	ATC
C02LA04	methoserpidine and diuretics	ATC
C02LA07	bietaserpine and diuretics	ATC
C02LA08	rauwolfia alkaloids, whole root and diuretics	ATC
C02LA09	syrosingopine and diuretics	ATC
C02LA50	combination of rauwolfia alkaloids and diuretics incl. other combinations	ATC
C02LA51	reserpine and diuretics, combinations with other drugs	ATC
C02LA52	rescinnamine and diuretics, combinations with other drugs	ATC
C02LA71	reserpine and diuretics, combinations with psycholeptics	ATC
C02LB	Methyldopa and diuretics in combination	ATC
C02LB01	methyldopa (levorotatory) and diuretics	ATC
C02LC	Imidazoline receptor agonists in combination with diuretics	ATC
C02LC01	clonidine and diuretics	ATC
C02LC05	moxonidine and diuretics	ATC
C02LC51	clonidine and diuretics, combinations with other drugs	ATC
C02LE	Alpha-adrenoreceptor antagonists and diuretics	ATC
C02LE01	prazosin and diuretics	ATC
C02LF	Guanidine derivatives and diuretics	ATC
C02LF01	guanethidine and diuretics	ATC
C02LG	Hydrazinophthalazine derivatives and diuretics	ATC
C02LG01	dihydralazine and diuretics	ATC
C02LG02	hydralazine and diuretics	ATC
C02LG03	picodralazine and diuretics	ATC
C02LG51	dihydralazine and diuretics, combinations with other drugs	ATC
C02LG73	picodralazine and diuretics, combinations with psycholeptics	ATC
C02LK	Alkaloids, excl. rauwolfia, in combination with diuretics	ATC
C02LK01	veratrum and diuretics	ATC
C02LL	MAO inhibitors and diuretics	ATC
C02LL01	pargyline and diuretics	ATC
C02LN	Serotonin antagonists and diuretics	ATC
C02LX	Other antihypertensives and diuretics	ATC
C02LX01	pinacidil and diuretics	ATC
C02N	COMBINATIONS OF ANTIHYPERTENSIVES IN ATC-GR. C02	ATC
C03A	LOW-CEILING DIURETICS, THIAZIDES	ATC
C03AA	Thiazides, plain	ATC
C03AA01	bendroflumethiazide	ATC
C03AA02	hydroflumethiazide	ATC
C03AA03	hydrochlorothiazide	ATC
C03AA04	chlorothiazide	ATC
C03AA05	polythiazide	ATC
C03AA06	trichlormethiazide	ATC
C03AA07	cyclopenthiazide	ATC
C03AA08	methyclothiazide	ATC
C03AA09	cyclothiazide	ATC
C03AA13	mebutizide	ATC
C03AB	Thiazides and potassium in combination	ATC
C03AB01	bendroflumethiazide and potassium	ATC
C03AB02	hydroflumethiazide and potassium	ATC
C03AB03	hydrochlorothiazide and potassium	ATC
C03AB04	chlorothiazide and potassium	ATC
C03AB05	polythiazide and potassium	ATC
C03AB06	trichlormethiazide and potassium	ATC
C03AB07	cyclopenthiazide and potassium	ATC
C03AB08	methyclothiazide and potassium	ATC
C03AB09	cyclothiazide and potassium	ATC
C03AH	Thiazides, combinations with psycholeptics and/or analgesics	ATC
C03AH01	chlorothiazide, combinations	ATC
C03AH02	hydroflumethiazide, combinations	ATC
C03AX	Thiazides, combinations with other drugs	ATC
C03AX01	hydrochlorothiazide, combinations	ATC
C03B	LOW-CEILING DIURETICS, EXCL. THIAZIDES	ATC
C03BA	Sulfonamides, plain	ATC
C03BA02	quinethazone	ATC
C03BA03	clopamide	ATC
C03BA04	chlortalidone	ATC
C03BA05	mefruside	ATC
C03BA07	clofenamide	ATC
C03BA08	metolazone	ATC
C03BA09	meticrane	ATC
C03BA10	xipamide	ATC
C03BA11	indapamide	ATC
C03BA12	clorexolone	ATC
C03BA13	fenquizone	ATC
C03BA82	clorexolone, combinations with psycholeptics	ATC
C03BB	Sulfonamides and potassium in combination	ATC
C03BB02	quinethazone and potassium	ATC
C03BB03	clopamide and potassium	ATC
C03BB04	chlortalidone and potassium	ATC
C03BB05	mefruside and potassium	ATC
C03BB07	clofenamide and potassium	ATC
C03BC	Mercurial diuretics	ATC
C03BC01	mersalyl	ATC
C03BD	Xanthine derivatives	ATC
C03BD01	theobromine	ATC
C03BK	Sulfonamides, combinations with other drugs	ATC
C03BX	Other low-ceiling diuretics	ATC
C03BX03	cicletanine	ATC
C03C	HIGH-CEILING DIURETICS	ATC
C03CA	Sulfonamides, plain	ATC
C03CA01	furosemide	ATC
C03CA01	furosemide	ATC
C03CA02	bumetanide	ATC
C03CA02	bumetanide	ATC
C03CA03	piretanide	ATC
C03CA04	torasemide	ATC
C03CA04	torasemide	ATC
C03CB	Sulfonamides and potassium in combination	ATC
C03CB01	furosemide and potassium	ATC
C03CB02	bumetanide and potassium	ATC
C03CC	Aryloxyacetic acid derivatives	ATC
C03CC01	etacrynic acid	ATC
C03CC01	etacrynic acid	ATC
C03CC02	tienilic acid	ATC
C03CD	Pyrazolone derivatives	ATC
C03CD01	muzolimine	ATC
C03CX	Other high-ceiling diuretics	ATC
C03CX01	etozolin	ATC
C03D	POTASSIUM-SPARING AGENTS	ATC
C03DA	Aldosterone antagonists	ATC
C03DA01	spironolactone	ATC
C03DA02	potassium canrenoate	ATC
C03DA03	canrenone	ATC
C03DA04	eplerenone	ATC
C03DB	Other potassium-sparing agents	ATC
C03DB01	amiloride	ATC
C03DB02	triamterene	ATC
C03E	DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION	ATC
C03EA	Low-ceiling diuretics and potassium-sparing agents	ATC
C03EA01	hydrochlorothiazide and potassium-sparing agents	ATC
C03EA02	trichlormethiazide and potassium-sparing agents	ATC
C03EA03	epitizide and potassium-sparing agents	ATC
C03EA04	altizide and potassium-sparing agents	ATC
C03EA05	mebutizide and potassium-sparing agents	ATC
C03EA06	chlortalidone and potassium-sparing agents	ATC
C03EA07	cyclopenthiazide and potassium-sparing agents	ATC
C03EA12	metolazone and potassium-sparing agents	ATC
C03EA13	bendroflumethiazide and potassium-sparing agents	ATC
C03EA14	butizide and potassium-sparing agents	ATC
C03EB	High-ceiling diuretics and potassium-sparing agents	ATC
C03EB01	furosemide and potassium-sparing agents	ATC
C03EB02	bumetanide and potassium-sparing agents	ATC
C03X	OTHER DIURETICS	ATC
C03XA	Vasopressin antagonists	ATC
C03XA01	tolvaptan	ATC
C03XA02	conivaptan	ATC
C04A	PERIPHERAL VASODILATORS	ATC
C04AA	2-amino-1-phenylethanol derivatives	ATC
C04AA01	isoxsuprine	ATC
C04AA01	isoxsuprine	ATC
C04AA02	buphenine	ATC
C04AA31	bamethan	ATC
C04AB	Imidazoline derivatives	ATC
C04AB01	phentolamine	ATC
C04AB01	phentolamine	ATC
C04AB02	tolazoline	ATC
C04AC	Nicotinic acid and derivatives	ATC
C04AC01	nicotinic acid	ATC
C04AC01	nicotinic acid	ATC
C04AC02	nicotinyl alcohol (pyridylcarbinol)	ATC
C04AC02	nicotinyl alcohol (pyridylcarbinol)	ATC
C04AC03	inositol nicotinate	ATC
C04AC07	ciclonicate	ATC
C04AD	Purine derivatives	ATC
C04AD01	pentifylline	ATC
C04AD02	xantinol nicotinate	ATC
C04AD02	xantinol nicotinate	ATC
C04AD03	pentoxifylline	ATC
C04AD03	pentoxifylline	ATC
C04AD04	etofylline nicotinate	ATC
C04AE	Ergot alkaloids	ATC
C04AE01	ergoloid mesylates	ATC
C04AE01	ergoloid mesylates	ATC
C04AE02	nicergoline	ATC
C04AE04	dihydroergocristine	ATC
C04AE51	ergoloid mesylates, combinations	ATC
C04AE54	dihydroergocristine, combinations	ATC
C04AF	Enzymes	ATC
C04AF01	kallidinogenase	ATC
C04AF01	kallidinogenase	ATC
C04AX	Other peripheral vasodilators	ATC
C04AX01	cyclandelate	ATC
C04AX02	phenoxybenzamine	ATC
C04AX07	vincamine	ATC
C04AX10	moxisylyte	ATC
C04AX11	bencyclane	ATC
C04AX17	vinburnine	ATC
C04AX19	suloctidil	ATC
C04AX20	buflomedil	ATC
C04AX21	naftidrofuryl	ATC
C04AX23	butalamine	ATC
C04AX24	visnadine	ATC
C04AX26	cetiedil	ATC
C04AX27	cinepazide	ATC
C04AX28	ifenprodil	ATC
C04AX30	azapetine	ATC
C04AX32	fasudil	ATC
C05A	AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE	ATC
C05AA	Corticosteroids	ATC
C05AA01	hydrocortisone	ATC
C05AA04	prednisolone	ATC
C05AA05	betamethasone	ATC
C05AA06	fluorometholone	ATC
C05AA08	fluocortolone	ATC
C05AA09	dexamethasone	ATC
C05AA10	fluocinolone acetonide	ATC
C05AA11	fluocinonide	ATC
C05AA12	triamcinolone	ATC
C05AB	Antibiotics	ATC
C05AD	Local anesthetics	ATC
C05AD01	lidocaine	ATC
C05AD02	tetracaine	ATC
C05AD03	benzocaine	ATC
C05AD04	cinchocaine	ATC
C05AD05	procaine	ATC
C05AD06	oxetacaine	ATC
C05AD07	pramocaine	ATC
C05AE	Muscle relaxants	ATC
C05AE01	glyceryl trinitrate	ATC
C05AE02	isosorbide dinitrate	ATC
C05AE03	diltiazem	ATC
C05AX	Other agents for treatment of hemorrhoids and anal fissures for topical use	ATC
C05AX01	aluminium preparations	ATC
C05AX02	bismuth preparations, combinations	ATC
C05AX03	other preparations, combinations	ATC
C05AX04	zinc preparations	ATC
C05AX05	tribenoside	ATC
C05B	ANTIVARICOSE THERAPY	ATC
C05BA	Heparins or heparinoids for topical use	ATC
C05BA01	organo-heparinoid	ATC
C05BA02	sodium apolate	ATC
C05BA03	heparin	ATC
C05BA04	pentosan polysulfate sodium	ATC
C05BA51	heparinoid, combinations	ATC
C05BA53	heparin, combinations	ATC
C05BB	Sclerosing agents for local injection	ATC
C05BB01	monoethanolamine oleate	ATC
C05BB02	polidocanol	ATC
C05BB03	invert sugar	ATC
C05BB04	sodium tetradecyl sulfate	ATC
C05BB05	phenol	ATC
C05BB56	glucose, combinations	ATC
C05BX	Other sclerosing agents	ATC
C05BX01	calcium dobesilate	ATC
C05BX51	calcium dobesilate, combinations	ATC
C05C	CAPILLARY STABILIZING AGENTS	ATC
C05CA	Bioflavonoids	ATC
C05CA01	rutoside	ATC
C05CA02	monoxerutin	ATC
C05CA03	diosmin	ATC
C05CA04	troxerutin	ATC
C05CA05	hidrosmin	ATC
C05CA51	rutoside, combinations	ATC
C05CA53	diosmin, combinations	ATC
C05CA54	troxerutin, combinations	ATC
C05CX	Other capillary stabilizing agents	ATC
C05CX01	tribenoside	ATC
C05CX02	naftazone	ATC
C05CX03	Hippocastani semen	ATC
C07A	BETA BLOCKING AGENTS	ATC
C07AA	Beta blocking agents, non-selective	ATC
C07AA01	alprenolol	ATC
C07AA01	alprenolol	ATC
C07AA02	oxprenolol	ATC
C07AA02	oxprenolol	ATC
C07AA03	pindolol	ATC
C07AA03	pindolol	ATC
C07AA05	propranolol	ATC
C07AA05	propranolol	ATC
C07AA06	timolol	ATC
C07AA06	timolol	ATC
C07AA07	sotalol	ATC
C07AA07	sotalol	ATC
C07AA12	nadolol	ATC
C07AA14	mepindolol	ATC
C07AA15	carteolol	ATC
C07AA16	tertatolol	ATC
C07AA17	bopindolol	ATC
C07AA19	bupranolol	ATC
C07AA23	penbutolol	ATC
C07AA27	cloranolol	ATC
C07AB	Beta blocking agents, selective	ATC
C07AB01	practolol	ATC
C07AB01	practolol	ATC
C07AB02	metoprolol	ATC
C07AB02	metoprolol	ATC
C07AB03	atenolol	ATC
C07AB03	atenolol	ATC
C07AB04	acebutolol	ATC
C07AB04	acebutolol	ATC
C07AB05	betaxolol	ATC
C07AB06	bevantolol	ATC
C07AB07	bisoprolol	ATC
C07AB08	celiprolol	ATC
C07AB09	esmolol	ATC
C07AB10	epanolol	ATC
C07AB11	s-atenolol	ATC
C07AB12	nebivolol	ATC
C07AB13	talinolol	ATC
C07AB14	landiolol	ATC
C07AG	Alpha and beta blocking agents	ATC
C07AG01	labetalol	ATC
C07AG01	labetalol	ATC
C07AG02	carvedilol	ATC
C07B	BETA BLOCKING AGENTS AND THIAZIDES	ATC
C07BA	Beta blocking agents, non-selective, and thiazides	ATC
C07BA02	oxprenolol and thiazides	ATC
C07BA05	propranolol and thiazides	ATC
C07BA06	timolol and thiazides	ATC
C07BA07	sotalol and thiazides	ATC
C07BA12	nadolol and thiazides	ATC
C07BA68	metipranolol and thiazides, combinations	ATC
C07BB	Beta blocking agents, selective, and thiazides	ATC
C07BB02	metoprolol and thiazides	ATC
C07BB03	atenolol and thiazides	ATC
C07BB04	acebutolol and thiazides	ATC
C07BB06	bevantolol and thiazides	ATC
C07BB07	bisoprolol and thiazides	ATC
C07BB12	nebivolol and thiazides	ATC
C07BB52	metoprolol and thiazides, combinations	ATC
C07BG	Alpha and beta blocking agents and thiazides	ATC
C07BG01	labetalol and thiazides	ATC
C07C	BETA BLOCKING AGENTS AND OTHER DIURETICS	ATC
C07CA	Beta blocking agents, non-selective, and other diuretics	ATC
C07CA02	oxprenolol and other diuretics	ATC
C07CA03	pindolol and other diuretics	ATC
C07CA17	bopindolol and other diuretics	ATC
C07CA23	penbutolol and other diuretics	ATC
C07CB	Beta blocking agents, selective, and other diuretics	ATC
C07CB02	metoprolol and other diuretics	ATC
C07CB03	atenolol and other diuretics	ATC
C07CB53	atenolol and other diuretics, combinations	ATC
C07CG	Alpha and beta blocking agents and other diuretics	ATC
C07CG01	labetalol and other diuretics	ATC
C07D	BETA BLOCKING AGENTS, THIAZIDES AND OTHER DIURETICS	ATC
C07DA	Beta blocking agents, non-selective, thiazides and other diuretics	ATC
C07DA06	timolol, thiazides and other diuretics	ATC
C07DB	Beta blocking agents, selective, thiazides and other diuretics	ATC
C07DB01	atenolol, thiazides and other diuretics	ATC
C07E	BETA BLOCKING AGENTS AND VASODILATORS	ATC
C07EA	Beta blocking agents, non-selective, and vasodilators	ATC
C07EB	Beta blocking agents, selective, and vasodilators	ATC
C07F	BETA BLOCKING AGENTS, OTHER COMBINATIONS	ATC
C07FB	Beta blocking agents and calcium channel blockers	ATC
C07FB02	metoprolol and felodipine	ATC
C07FB03	atenolol and nifedipine	ATC
C07FB07	bisoprolol and amlodipine	ATC
C07FB12	nebivolol and amlodipine	ATC
C07FB13	metoprolol and amlodipine	ATC
C07FX	Beta blocking agents, other combinations	ATC
C07FX01	propranolol and other combinations	ATC
C07FX02	sotalol and acetylsalicylic acid	ATC
C07FX03	metoprolol and acetylsalicylic acid	ATC
C07FX04	bisoprolol and acetylsalicylic acid	ATC
C07FX05	metoprolol and ivabradine	ATC
C07FX06	carvedilol and ivabradine	ATC
C08C	SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS	ATC
C08CA	Dihydropyridine derivatives	ATC
C08CA01	amlodipine	ATC
C08CA02	felodipine	ATC
C08CA03	isradipine	ATC
C08CA03	isradipine	ATC
C08CA04	nicardipine	ATC
C08CA04	nicardipine	ATC
C08CA05	nifedipine	ATC
C08CA05	nifedipine	ATC
C08CA06	nimodipine	ATC
C08CA06	nimodipine	ATC
C08CA07	nisoldipine	ATC
C08CA08	nitrendipine	ATC
C08CA09	lacidipine	ATC
C08CA10	nilvadipine	ATC
C08CA11	manidipine	ATC
C08CA12	barnidipine	ATC
C08CA13	lercanidipine	ATC
C08CA14	cilnidipine	ATC
C08CA15	benidipine	ATC
C08CA16	clevidipine	ATC
C08CA51	amlodipine and celecoxib	ATC
C08CA55	nifedipine, combinations	ATC
C08CX	Other selective calcium channel blockers with mainly vascular effects	ATC
C08CX01	mibefradil	ATC
C08D	SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS	ATC
C08DA	Phenylalkylamine derivatives	ATC
C08DA01	verapamil	ATC
C08DA01	verapamil	ATC
C08DA02	gallopamil	ATC
C08DA51	verapamil, combinations	ATC
C08DB	Benzothiazepine derivatives	ATC
C08DB01	diltiazem	ATC
C08E	NON-SELECTIVE CALCIUM CHANNEL BLOCKERS	ATC
C08EA	Phenylalkylamine derivatives	ATC
C08EA01	fendiline	ATC
C08EA02	bepridil	ATC
C08EX	Other non-selective calcium channel blockers	ATC
C08EX01	lidoflazine	ATC
C08EX02	perhexiline	ATC
C08G	CALCIUM CHANNEL BLOCKERS AND DIURETICS	ATC
C08GA	Calcium channel blockers and diuretics	ATC
C08GA01	nifedipine and diuretics	ATC
C08GA02	amlodipine and diuretics	ATC
C09A	ACE INHIBITORS, PLAIN	ATC
C09AA	ACE inhibitors, plain	ATC
C09AA01	captopril	ATC
C09AA02	enalapril	ATC
C09AA02	enalapril	ATC
C09AA03	lisinopril	ATC
C09AA04	perindopril	ATC
C09AA05	ramipril	ATC
C09AA06	quinapril	ATC
C09AA06	quinapril	ATC
C09AA07	benazepril	ATC
C09AA08	cilazapril	ATC
C09AA09	fosinopril	ATC
C09AA10	trandolapril	ATC
C09AA11	spirapril	ATC
C09AA12	delapril	ATC
C09AA13	moexipril	ATC
C09AA14	temocapril	ATC
C09AA15	zofenopril	ATC
C09AA16	imidapril	ATC
C09B	ACE INHIBITORS, COMBINATIONS	ATC
C09BA	ACE inhibitors and diuretics	ATC
C09BA01	captopril and diuretics	ATC
C09BA02	enalapril and diuretics	ATC
C09BA03	lisinopril and diuretics	ATC
C09BA04	perindopril and diuretics	ATC
C09BA05	ramipril and diuretics	ATC
C09BA06	quinapril and diuretics	ATC
C09BA07	benazepril and diuretics	ATC
C09BA08	cilazapril and diuretics	ATC
C09BA09	fosinopril and diuretics	ATC
C09BA12	delapril and diuretics	ATC
C09BA13	moexipril and diuretics	ATC
C09BA15	zofenopril and diuretics	ATC
C09BB	ACE inhibitors and calcium channel blockers	ATC
C09BB02	enalapril and lercanidipine	ATC
C09BB03	lisinopril and amlodipine	ATC
C09BB04	perindopril and amlodipine	ATC
C09BB05	ramipril and felodipine	ATC
C09BB06	enalapril and nitrendipine	ATC
C09BB07	ramipril and amlodipine	ATC
C09BB10	trandolapril and verapamil	ATC
C09BB12	delapril and manidipine	ATC
C09BX	ACE inhibitors, other combinations	ATC
C09BX01	perindopril, amlodipine and indapamide	ATC
C09BX02	perindopril and bisoprolol	ATC
C09BX03	ramipril, amlodipine and hydrochlorothiazide	ATC
C09BX04	perindopril, bisoprolol and amlodipine	ATC
C09BX05	ramipril and bisoprolol	ATC
C09C	ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN	ATC
C09CA	Angiotensin II receptor blockers (ARBs), plain	ATC
C09CA01	losartan	ATC
C09CA02	eprosartan	ATC
C09CA03	valsartan	ATC
C09CA04	irbesartan	ATC
C09CA05	tasosartan	ATC
C09CA06	candesartan	ATC
C09CA07	telmisartan	ATC
C09CA08	olmesartan medoxomil	ATC
C09CA09	azilsartan medoxomil	ATC
C09CA10	fimasartan	ATC
C09D	ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS	ATC
C09DA	Angiotensin II receptor blockers (ARBs) and diuretics	ATC
C09DA01	losartan and diuretics	ATC
C09DA02	eprosartan and diuretics	ATC
C09DA03	valsartan and diuretics	ATC
C09DA04	irbesartan and diuretics	ATC
C09DA06	candesartan and diuretics	ATC
C09DA07	telmisartan and diuretics	ATC
C09DA08	olmesartan medoxomil and diuretics	ATC
C09DA09	azilsartan medoxomil and diuretics	ATC
C09DA10	fimasartan and diuretics	ATC
C09DB	Angiotensin II receptor blockers (ARBs) and calcium channel blockers	ATC
C09DB01	valsartan and amlodipine	ATC
C09DB02	olmesartan medoxomil and amlodipine	ATC
C09DB04	telmisartan and amlodipine	ATC
C09DB05	irbesartan and amlodipine	ATC
C09DB06	losartan and amlodipine	ATC
C09DB07	candesartan and amlodipine	ATC
C09DB08	valsartan and lercanidipine	ATC
C09DB09	fimasartan and amlodipine	ATC
C09DX	Angiotensin II receptor blockers (ARBs), other combinations	ATC
C09DX01	valsartan, amlodipine and hydrochlorothiazide	ATC
C09DX02	valsartan and aliskiren	ATC
C09DX03	olmesartan medoxomil, amlodipine and hydrochlorothiazide	ATC
C09DX04	valsartan and sacubitril	ATC
C09DX05	valsartan and nebivolol	ATC
C09DX06	candesartan, amlodipine and hydrochlorothiazide	ATC
C09DX07	irbesartan, amlodipine and hydrochlorothiazide	ATC
C09X	OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM	ATC
C09XA	Renin-inhibitors	ATC
C09XA01	remikiren	ATC
C09XA02	aliskiren	ATC
C09XA52	aliskiren and hydrochlorothiazide	ATC
C09XA53	aliskiren and amlodipine	ATC
C09XA54	aliskiren, amlodipine and hydrochlorothiazide	ATC
C10A	LIPID MODIFYING AGENTS, PLAIN	ATC
C10AA	HMG CoA reductase inhibitors	ATC
C10AA01	simvastatin	ATC
C10AA02	lovastatin	ATC
C10AA03	pravastatin	ATC
C10AA04	fluvastatin	ATC
C10AA05	atorvastatin	ATC
C10AA06	cerivastatin	ATC
C10AA07	rosuvastatin	ATC
C10AA08	pitavastatin	ATC
C10AB	Fibrates	ATC
C10AB01	clofibrate	ATC
C10AB02	bezafibrate	ATC
C10AB03	aluminium clofibrate	ATC
C10AB04	gemfibrozil	ATC
C10AB05	fenofibrate	ATC
C10AB06	simfibrate	ATC
C10AB07	ronifibrate	ATC
C10AB08	ciprofibrate	ATC
C10AB09	etofibrate	ATC
C10AB10	clofibride	ATC
C10AB11	choline fenofibrate	ATC
C10AC	Bile acid sequestrants	ATC
C10AC01	colestyramine	ATC
C10AC02	colestipol	ATC
C10AC03	colextran	ATC
C10AC04	colesevelam	ATC
C10AD	Nicotinic acid and derivatives	ATC
C10AD01	niceritrol	ATC
C10AD02	nicotinic acid	ATC
C10AD03	nicofuranose	ATC
C10AD04	aluminium nicotinate	ATC
C10AD05	nicotinyl alcohol (pyridylcarbinol)	ATC
C10AD06	acipimox	ATC
C10AD52	nicotinic acid, combinations	ATC
C10AX	Other lipid modifying agents	ATC
C10AX01	dextrothyroxine	ATC
C10AX02	probucol	ATC
C10AX03	tiadenol	ATC
C10AX05	meglutol	ATC
C10AX06	omega-3-triglycerides incl. other esters and acids	ATC
C10AX07	magnesium pyridoxal 5-phosphate glutamate	ATC
C10AX08	policosanol	ATC
C10AX09	ezetimibe	ATC
C10AX10	alipogene tiparvovec	ATC
C10AX11	mipomersen	ATC
C10AX12	lomitapide	ATC
C10AX13	evolocumab	ATC
C10AX14	alirocumab	ATC
C10AX15	bempedoic acid	ATC
C10AX16	inclisiran	ATC
C10B	LIPID MODIFYING AGENTS, COMBINATIONS	ATC
C10BA	Combinations of various lipid modifying agents	ATC
C10BA01	lovastatin and nicotinic acid	ATC
C10BA02	simvastatin and ezetimibe	ATC
C10BA03	pravastatin and fenofibrate	ATC
C10BA04	simvastatin and fenofibrate	ATC
C10BA05	atorvastatin and ezetimibe	ATC
C10BA06	rosuvastatin and ezetimibe	ATC
C10BA07	rosuvastatin and omega-3 fatty acids	ATC
C10BA08	atorvastatin and omega-3 fatty acids	ATC
C10BA09	rosuvastatin and fenofibrate	ATC
C10BA10	bempedoic acid and ezetimibe	ATC
C10BX	Lipid modifying agents in combination with other drugs	ATC
C10BX01	simvastatin and acetylsalicylic acid	ATC
C10BX02	pravastatin and acetylsalicylic acid	ATC
C10BX03	atorvastatin and amlodipine	ATC
C10BX04	simvastatin, acetylsalicylic acid and ramipril	ATC
C10BX05	rosuvastatin and acetylsalicylic acid	ATC
C10BX06	atorvastatin, acetylsalicylic acid and ramipril	ATC
C10BX07	rosuvastatin, amlodipine and lisinopril	ATC
C10BX08	atorvastatin and acetylsalicylic acid	ATC
C10BX09	rosuvastatin and amlodipine	ATC
C10BX10	rosuvastatin and valsartan	ATC
C10BX11	atorvastatin, amlodipine and perindopril	ATC
C10BX12	atorvastatin, acetylsalicylic acid and perindopril	ATC
C10BX13	rosuvastatin, perindopril and indapamide	ATC
C10BX14	rosuvastatin, amlodipine and perindopril	ATC
